Probe Set ID,chr,bp_start
210621_s_at,5,86600521
210622_x_at,16,88280607
210623_at,11,62200548
210624_s_at,19,15086786
210625_s_at,17,52529085
210626_at,17,52529085
210627_s_at,2,74541704
210628_x_at,19,45799137
210629_x_at,6,31661956
210630_s_at,12,892190
210631_at,17,26446388
210632_s_at,17,45598364
210633_x_at,17,36227896
210634_at,1,171951328
210635_s_at,1,171951328
210636_at,6,35418363
210637_at,2,75129867
210638_s_at,6,53043729
210639_s_at,6,106741101
210640_s_at,7,1094301
210641_at,1,228949783
210642_at,9,36159390
210643_at,13,42046297
210644_s_at,19,59558098
210645_s_at,21,37377116
210646_x_at,10,98500030
210647_x_at,22,36837454
210648_x_at,6,108639410
210649_s_at,1,26895110
210650_s_at,7,82289360
210651_s_at,1,22910049
210652_s_at,1,51525518
210653_s_at,6,80873125
210654_at,8,23051234
210655_s_at,6,109092193
210656_at,11,85633829
210657_s_at,17,53952615
210658_s_at,16,23385879
210659_at,12,107208799
210660_at,19,59796936
210661_at,4,175800212
210662_at,2,143351695
210663_s_at,2,143351695
210664_s_at,2,188051552
210665_at,2,188051552
210666_at,X,148414441
210667_s_at,21,44377989
210669_at,6,10510244
210670_at,17,39373796
210671_x_at,10,49279692
210672_s_at,16,75805
210673_x_at,14,36056172
210674_s_at,5,140235241
210675_s_at,12,69318460
210676_x_at,2,109909254
210677_at,12,51783581
210678_s_at,9,138687422
210679_x_at,12,120572028
210680_s_at,3,188418635
210681_s_at,12,60940404
210682_at,17,53671020
210683_at,19,5774817
210684_s_at,17,7046761
210685_s_at,1,10015627
210686_x_at,10,69955218
210687_at,11,68278665
210688_s_at,11,68278665
210689_at,21,36754792
210690_at,12,10451247
210691_s_at,1,173235880
210692_s_at,11,56931730
210693_at,19,2279694
210694_s_at,X,10376427
210695_s_at,16,76755624
210697_at,19,22027188
210698_at,6,21189865
210699_at,1,40079350
210701_at,16,73986080
210702_s_at,20,47557416
210703_at,3,145643387
210704_at,2,36670287
210705_s_at,11,5641368
210706_s_at,20,3862215
210707_x_at,7,76448201
210708_x_at,2,201758745
210709_at,2,187075226
210710_at,5,76362025
210711_at,1,201966327
210712_at,15,57286333
210713_at,21,34088546
210714_at,2,136005512
210715_s_at,19,43447133
210716_s_at,12,121322542
210717_at,5,138954349
210718_s_at,17,40936407
210719_s_at,19,3523952
210720_s_at,20,31708554
210721_s_at,20,9466036
210722_at,10,118340460
210723_x_at,2,232278632
210724_at,19,14591051
210726_at,7,99192518
210727_at,11,14946657
210728_s_at,11,14946657
210729_at,4,156349467
210730_s_at,4,156354521
210731_s_at,1,234753361
210732_s_at,1,234755967
210733_at,8,71648233
210734_x_at,14,64612923
210735_s_at,15,61404980
210736_x_at,18,30652352
210737_at,11,8016755
210738_s_at,4,72271866
210739_x_at,4,72321113
210740_s_at,14,92475964
210741_at,11,119849178
210742_at,1,100590645
210743_s_at,1,100590645
210744_s_at,3,3106856
210745_at,15,50836644
210746_s_at,15,41276719
210747_at,6_,ox_
210748_at,1,28399654
210749_x_at,6,30960424
210750_s_at,18,3488836
210751_s_at,X,46825201
210752_s_at,17,37972615
210753_s_at,3,135997163
210754_s_at,8,57016966
210755_at,7,81218140
210756_s_at,1,120257227
210757_x_at,5,39408897
210758_at,9,15044989
210759_s_at,11,14483185
210760_x_at,14,91012708
210761_s_at,17,35152029
210762_s_at,8,12987473
210763_x_at,6,31664651
210764_s_at,1,85819783
210765_at,20,47096282
210766_s_at,20,47096282
210767_at,22,28329715
210768_x_at,1,163963309
210769_at,16,56546081
210770_s_at,19,13179087
210771_at,22,44963281
210772_at,19,56956270
210773_s_at,19,56963706
210774_s_at,10,51242372
210775_x_at,1,15691709
210776_x_at,19,1561965
210778_s_at,4,2220988
210779_x_at,14,38653260
210780_at,14,63763177
210781_x_at,9,139153709
210782_x_at,9,139153742
210783_x_at,19,55918455
210784_x_at,19,59412608
210785_s_at,1,28078932
210786_s_at,11,128069192
210787_s_at,12,120162002
210788_s_at,14,59681276
210789_x_at,19,46992395
210790_s_at,10,71581876
210791_s_at,11,128343943
210792_x_at,14,104290545
210793_s_at,11,3689634
210794_s_at,14,100362215
210795_s_at,14,100362215
210796_x_at,19,56714795
210797_s_at,12,119942901
210798_x_at,1,11027442
210799_at,6,78228640
210800_at,,
210801_at,5,61723301
210802_s_at,5,61723301
210803_at,22,18243069
210804_x_at,2,40195815
210805_x_at,21,35086301
210806_at,14,75281225
210807_s_at,12,58276254
210808_s_at,X,99985480
210809_s_at,13,37034775
210810_s_at,11,20579249
210811_s_at,19,18891522
210812_at,5,82409131
210813_s_at,5,82409131
210814_at,4,123019632
210815_s_at,2,187918824
210816_s_at,17,58865284
210817_s_at,17,44263408
210818_s_at,21,29593607
210819_x_at,14,79738914
210820_x_at,16,18986739
210821_x_at,2,26862514
210822_at,12,6863439
210823_s_at,19,5157550
210824_at,9,123142170
210825_s_at,9,123142170
210826_x_at,5,68702671
210827_s_at,1,200246346
210828_s_at,1,149051088
210829_s_at,5,80751986
210830_s_at,7,94872586
210831_s_at,1,71091049
210832_x_at,1,71090944
210833_at,1,71247281
210834_s_at,1,71250223
210835_s_at,5,97939942
210836_x_at,5,58305271
210837_s_at,5,58305355
210838_s_at,12,50592434
210839_s_at,8,120638826
210840_s_at,15,88732453
210841_s_at,2,206256259
210842_at,2,206256259
210843_s_at,4,171148191
210844_x_at,5,138117010
210845_s_at,19,48844571
210846_x_at,9,99886457
210847_x_at,1,6443798
210848_at,19,39547963
210849_s_at,7,38731679
210850_s_at,X,47381153
210852_s_at,7,121503531
210853_at,3,38865779
210854_x_at,16,33689672
210855_at,2,11597530
210858_x_at,11,107663328
210859_x_at,16,28396337
210861_s_at,6,112488967
210862_s_at,9,135551164
210864_x_at,6,26199302
210865_at,1,170894780
210866_s_at,7,134719595
210867_at,7,134719595
210868_s_at,4,111190132
210869_s_at,11,118684906
210870_s_at,6,145989622
210871_x_at,1,84882186
210872_x_at,17,9759133
210873_x_at,22,37683568
210874_s_at,3,50308837
210875_s_at,10,31648147
210876_at,4,154448070
210878_s_at,5,137743169
210879_s_at,2,73154018
210880_s_at,14,22895711
210881_s_at,11,2110709
210882_s_at,X,54971901
210883_x_at,17,7549252
210884_s_at,8,7742955
210885_s_at,6,30239440
210886_x_at,7,86808774
210887_s_at,4,5763824
210888_s_at,3,52792278
210889_s_at,1,159899574
210890_x_at,19_,andom
210891_s_at,7,73710019
210892_s_at,7,73710292
210893_at,,
210894_s_at,20,33511215
210895_s_at,3,123256920
210896_s_at,8,62700012
210904_s_at,X,117745592
210905_x_at,1,153669594
210906_x_at,18,22689475
210907_s_at,3,168884390
210908_s_at,12,51975592
210909_x_at,6,160807835
210910_s_at,7,72033606
210911_at,2,8739636
210912_x_at,1,110000266
210913_at,18,57308754
210914_at,14,51999745
210915_x_at,7,141917863
210916_s_at,11,35117408
210917_at,18,725745
210918_at,4,174625558
210919_at,18,58333625
210920_x_at,7,100879131
210921_at,17,43533127
210922_at,19,43366855
210923_at,1,53346188
210924_at,9,137107089
210925_at,16,10878573
210926_at,14,18654773
210927_x_at,1,152213611
210928_at,12,69001727
210929_s_at,12,69001727
210930_s_at,17,35110005
210931_at,13,25604252
210932_s_at,13,25604252
210933_s_at,16,65740619
210934_at,8,11389086
210935_s_at,4,9685065
210936_at,4,9685065
210937_s_at,13,27392261
210938_at,13,27392255
210939_s_at,6,146390610
210940_s_at,6,146392346
210941_at,4,30331572
210942_s_at,3,99933819
210943_s_at,1,234021504
210944_s_at,15,40481879
210945_at,X,107397533
210946_at,5,54756441
210947_s_at,5,79986241
210948_s_at,4,109204233
210949_s_at,16,28630308
210950_s_at,8,11697681
210951_x_at,15,53284716
210952_at,14,30564643
210953_at,3,151611655
210954_s_at,3,151611655
210955_at,2,201756099
210956_at,10,46506728
210957_s_at,X,147389935
210958_s_at,5,66497191
210959_s_at,5,6686531
210960_at,20,4149814
210961_s_at,20,4149814
210962_s_at,7,91408263
210963_s_at,X,2758099
210964_s_at,X,2758145
210965_x_at,7,39993959
210966_x_at,5,154072654
210967_x_at,17,34586915
210968_s_at,2,55053455
210969_at,1,88922821
210970_s_at,6,82936674
210971_s_at,11,13328161
210972_x_at,14,21700979
210973_s_at,8,38392667
210974_s_at,19,2068295
210975_x_at,7,150404612
210976_s_at,12,46799392
210977_s_at,16,65756216
210978_s_at,1,158155020
210979_at,8,17958240
210980_s_at,8,17958240
210981_s_at,5,176786449
210982_s_at,6,32515678
210983_s_at,7,99528854
210984_x_at,7,55054055
210985_s_at,2,230989224
210986_s_at,15,61123314
210987_x_at,15,61122013
210988_s_at,1,149247577
210989_at,6,112641614
210990_s_at,6,112641614
210991_s_at,1,40864473
210992_x_at,1,159817849
210993_s_at,4,146623406
210994_x_at,5,64921760
210995_s_at,5,64921760
210996_s_at,17,1194594
210997_at,7,81209942
210998_s_at,7,81209942
210999_s_at,7,50627773
211000_s_at,17,15627217
211001_at,11,119487204
211002_s_at,11,119487204
211003_x_at,20,36199864
211004_s_at,11,67534308
211005_at,16,28904161
211006_s_at,20,47421911
211008_s_at,16,1303996
211009_s_at,18,31124297
211010_s_at,6,31665030
211011_at,6,70633168
211012_s_at,15,72074145
211013_x_at,15,72074137
211014_s_at,15,72074137
211015_s_at,5,132415774
211016_x_at,5,132415641
211017_s_at,22,28329937
211018_at,21,46432787
211019_s_at,21,46432787
211020_at,6,10664388
211021_s_at,5,176726549
211022_s_at,X,76839725
211023_at,3,58388396
211024_s_at,14,36055356
211025_x_at,2,97628952
211026_s_at,3,128893649
211027_s_at,8,42247989
211028_s_at,2,27163176
211029_x_at,5,170779664
211030_s_at,3,14419149
211031_s_at,7,73456999
211032_at,2,165308211
211033_s_at,6,137185452
211034_s_at,12,111082383
211036_x_at,12,120230543
211037_s_at,19,59373867
211038_s_at,1,17143179
211039_at,2,175325741
211040_x_at,22,45071970
211042_x_at,11,118310357
211043_s_at,5,175752062
211044_at,9,99865062
211045_s_at,17,58954449
211046_at,17,58954449
211047_x_at,19,52033264
211048_s_at,7,148331475
211049_at,2,74595118
211050_x_at,10,38732141
211051_s_at,8,28629383
211052_s_at,17,78303271
211053_at,20,49058623
211054_at,9,101901390
211055_s_at,9,101901390
211056_s_at,5,6686581
211057_at,1,64012284
211058_x_at,11,89655396
211059_s_at,9,130058980
211060_x_at,8,145209558
211061_s_at,14,49157261
211062_s_at,4,8645382
211063_s_at,3,138063762
211064_at,19,21371797
211065_x_at,21,44544398
211066_x_at,5,140835752
211067_s_at,17,9759294
211068_x_at,10,45602631
211069_s_at,1,158553684
211070_x_at,2,119841054
211071_s_at,1,149306316
211072_x_at,11,89655392
211073_x_at,14,56514877
211074_at,,
211075_s_at,3,109248616
211076_x_at,12,6916017
211077_s_at,2,171562515
211078_s_at,8,99787947
211079_s_at,21,37784540
211080_s_at,14,19167259
211081_s_at,14,50005193
211082_x_at,11,63423972
211083_s_at,3,186643972
211084_x_at,2,37337439
211085_s_at,20,43043940
211086_x_at,4,170746374
211087_x_at,6,36149812
211088_s_at,4,129026425
211089_s_at,13,51623281
211090_s_at,6,4001589
211091_s_at,22,28329937
211092_s_at,22,28329937
211093_at,10,95362334
211094_s_at,17,26446070
211095_at,17,26446070
211096_at,3,144377830
211097_s_at,3,144377830
211098_x_at,1,163963859
211099_s_at,16,56475347
211100_x_at,19,59777157
211101_x_at,19,59777119
211102_s_at,19,59777157
211103_at,11,76516963
211104_s_at,11,76516963
211105_s_at,18,75261323
211106_at,6,44885031
211107_s_at,19,62434270
211108_s_at,19,17801596
211109_at,19,17801596
211110_s_at,X,66681710
211111_at,6,168119452
211112_at,16,66535888
211113_s_at,21,42518903
211114_x_at,14,38653260
211115_x_at,14,38653260
211116_at,2,102602651
211117_x_at,14,63763976
211118_x_at,14,63763884
211119_at,14,63771440
211120_x_at,14,63769558
211121_s_at,2,74635389
211122_s_at,4,77174413
211123_at,19,17843906
211124_s_at,12,87423094
211125_x_at,9,139153709
211126_s_at,12,75776792
211127_x_at,X,68752635
211128_at,X,68752635
211129_x_at,X,68752635
211130_x_at,X,68752635
211131_s_at,X,68752635
211132_at,1,152011470
211133_x_at,19,59412608
211135_x_at,19,59412608
211136_s_at,19,50157056
211137_s_at,3,132095711
211138_s_at,1,239762272
211139_s_at,2,191232128
211140_s_at,7,142698752
211141_s_at,19,59338476
211142_x_at,6,33084016
211143_x_at,12,50731515
211144_x_at,7,38245720
211145_x_at,9,21155924
211146_at,,
211147_s_at,22,19699474
211148_s_at,8,6348008
211149_at,Y,13869712
211150_s_at,11,111401622
211151_x_at,17,59348310
211152_s_at,2,74610624
211153_s_at,13,42043794
211154_at,3,185572466
211155_s_at,3,185572466
211156_at,9,21958178
211157_at,2,74761238
211159_s_at,6,43082647
211160_x_at,14,68411288
211161_s_at,,
211162_x_at,10,102097816
211163_s_at,8,23016387
211164_at,3,89239501
211165_x_at,1,22980497
211166_at,5,175423145
211167_s_at,7,44150401
211168_s_at,19,18803809
211169_s_at,7,113307061
211170_s_at,6,165664528
211171_s_at,6,165666481
211172_x_at,6,131613315
211173_at,4,26090093
211174_s_at,4,26092322
211175_at,2,105224631
211176_s_at,7,127038100
211177_s_at,22,18243039
211178_s_at,15,75074969
211179_at,21,35153639
211180_x_at,21,35085921
211181_x_at,21,35153640
211182_x_at,21,35128576
211184_s_at,11,17472019
211185_s_at,9,96260497
211186_s_at,2,69599689
211187_at,7,35881636
211188_at,1,158789320
211189_x_at,1,158784658
211190_x_at,1,158784660
211191_at,1,158790162
211192_s_at,1,158790162
211193_at,3,190990180
211194_s_at,3,190990225
211195_s_at,3,190831970
211196_at,1,100448686
211197_s_at,21,44471151
211198_s_at,21,44472803
211199_s_at,21,44467312
211200_s_at,1,27811725
211201_at,2,49043352
211202_s_at,1,200963193
211203_s_at,12,39588427
211204_at,6,83978273
211205_x_at,1,149437694
211207_s_at,5,131317510
211208_s_at,X,41263723
211209_x_at,X,123308119
211210_x_at,X,123308119
211211_x_at,X,123308119
211212_s_at,7,103595860
211213_at,7,103595860
211214_s_at,9,89302623
211215_x_at,14,79738693
211217_s_at,11,2439259
211218_at,1,32151764
211219_s_at,9,125813969
211220_s_at,6,122762505
211221_at,3,9799812
211222_s_at,17,37132416
211223_at,5,177351841
211224_s_at,2,169488246
211225_at,19,5817026
211226_at,17,71582534
211227_s_at,X,90976316
211228_s_at,5,68703036
211230_s_at,1,9692842
211231_x_at,1,47375721
211232_x_at,6,39124578
211233_x_at,6,152170567
211234_x_at,6,152170506
211235_s_at,6,152170506
211237_s_at,5,176449173
211238_at,8,24354483
211239_s_at,8,24354483
211240_x_at,11,57236664
211241_at,10,66255290
211242_x_at,19_,andom
211245_x_at,19_,andom
211248_s_at,3,185580554
211249_at,14,90769964
211250_s_at,4,2790338
211251_x_at,1,40977091
211252_x_at,6,42991704
211253_x_at,17,39385634
211254_x_at,6,49681394
211255_x_at,1,159358599
211256_x_at,6,26566179
211257_x_at,2,71476658
211258_s_at,2,70529958
211259_s_at,20,55181459
211260_at,20,55181459
211261_at,9,132990857
211262_at,15,99704469
211263_s_at,15,99670749
211264_at,10,26545692
211265_at,1,71121992
211266_s_at,19,50785838
211267_at,3,57207259
211269_s_at,10,6094039
211270_x_at,19,748424
211271_x_at,19,750411
211272_s_at,12,54611265
211273_s_at,22,18124225
211274_at,22,18124225
211275_s_at,3,150192064
211276_at,X,101267365
211277_x_at,21,26316026
211279_at,7,129057152
211280_s_at,7,129057152
211282_x_at,1,6444080
211284_s_at,17,39778014
211285_s_at,15,23135353
211286_x_at,X,1347737
211287_x_at,X,1347724
211289_x_at,1,1560962
211295_x_at,19,46286211
211296_x_at,12,123962146
211297_s_at,5,68566470
211298_s_at,4,74498152
211299_s_at,17,24230483
211300_s_at,17,7513288
211301_at,1,112119967
211302_s_at,1,66031451
211303_x_at,11,89032112
211304_x_at,11,128266568
211305_x_at,19,60077547
211306_s_at,19,60077547
211307_s_at,19,60077552
211310_at,17,38108736
211312_s_at,8,134272561
211313_s_at,7,72494455
211314_at,17,45993791
211315_s_at,17,45993791
211316_x_at,2,201689174
211317_s_at,2,201702921
211318_s_at,20,55359718
211319_at,20,55359718
211320_s_at,1,29435737
211322_s_at,9,135567979
211323_s_at,3,4510137
211324_s_at,2,109909028
211325_x_at,12,6864106
211326_x_at,6,26195604
211327_x_at,6,26195603
211328_x_at,6,26195524
211329_x_at,6,26195641
211330_s_at,6,26195524
211331_x_at,6,26195524
211332_x_at,6,26199300
211333_s_at,1,170894906
211334_at,11,93848029
211336_x_at,19,59834336
211337_s_at,15,41456029
211338_at,9,21374428
211339_s_at,5,156540484
211340_s_at,11,118684451
211341_at,13,78071232
211342_x_at,X,70266375
211343_s_at,10,71359802
211345_x_at,22,27021918
211347_at,9,98292343
211348_s_at,9,98292343
211349_at,13,98170787
211350_s_at,6,168137715
211351_at,6,168137715
211352_s_at,20,45709221
211353_at,10,85981457
211354_s_at,1,65764012
211355_x_at,1,65764012
211356_x_at,1,65658922
211357_s_at,9,103223479
211358_s_at,9,129968251
211359_s_at,6,154402176
211360_s_at,12,26765486
211361_s_at,18,59405579
211362_s_at,18,59406862
211363_s_at,9,21792634
211364_at,9,21792634
211365_s_at,5,140154733
211366_x_at,11,104402161
211367_s_at,11,104402161
211368_s_at,11,104402161
211369_at,15,39339660
211370_s_at,15,65622722
211371_at,15,65622722
211372_s_at,2,101991408
211373_s_at,1,225129820
211374_x_at,14,22303397
211375_s_at,19,10642189
211376_s_at,10,123464995
211377_x_at,2,15998136
211378_x_at,7,158233669
211379_x_at,3,162285477
211380_s_at,10,52421123
211381_x_at,8,7742827
211382_s_at,10,123959546
211383_s_at,10,1092797
211384_s_at,3,123455698
211385_x_at,16,28510765
211386_at,,
211387_x_at,6,89444431
211388_s_at,12,123450999
211389_x_at,19_,andom
211390_at,13,31878710
211391_s_at,22,27998203
211392_s_at,22,30069965
211393_at,22,30069965
211395_x_at,1,159817849
211396_at,1,159817849
211397_x_at,19_,andom
211398_at,10,123233200
211399_at,10,123233201
